t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
2.44,0.379112,-0.22478,0.766887,0.376928,0.400551,0.0174955,0.529266,-1.15491,-1.45956,0.580642,0.401346,-0.0291601,-2.05166,-2.36575,1.23279,-1.9223,-2.07916,0.00109673,0.115199,0.306166,10.1922,0.315502,0.205149,0.640539,1.12667,-0.0426308,-1.6822,0.982898,1.06295,-0.0912517,-2.11581,0.26084,13.2288,-1.94591,-2.07588,-0.257748,0.0919049,0.871993,-6.58038,-0.028522,0.192032,-0.71592,1.1171,-0.0658839,6.9762,1.11564,1.08677,0.862497,-2.12241,0.398336,26.1731,-1.90441,-2.09497,-0.209749,-0.233634,-1.46107,-1.45956,-0.314026,-0.333988,-1.30485,0.56856,0.790607,0.420551,0.645951,0.545393,1.20292,-2.08319,-0.0990786,-0.521565,-2.06318,-2.09749,0.211096
2.46,0.368939,-0.395303,0.544242,0.343492,0.399868,-0.0181787,0.521181,-0.697594,2.0038,0.572266,0.414083,0.458451,-2.0576,1.37295,2.89232,-1.7748,-2.08415,-0.201511,0.105449,-0.503818,4.8487,0.529055,0.222553,0.215631,1.11956,-0.217029,-2.59752,1.07327,1.06524,0.220492,-2.11693,0.0343742,7.01743,-1.89388,-2.0867,-0.28258,0.106529,0.368175,-3.11702,-0.101245,0.159922,-0.768381,1.09388,-0.527071,0.791625,1.39203,1.12046,0.732914,-2.13867,-0.93417,11.0003,-1.56739,-2.09985,-0.00244379,-0.250983,-0.453436,-0.791625,-0.310194,-0.36799,-0.420914,0.583275,0.546449,0.742148,0.720771,0.59791,1.28164,-2.08145,0.222421,0.237075,-2.05309,-2.08393,0.421154
2.48,0.364791,0.100764,-0.544242,0.365266,0.399585,-0.0199646,0.507647,-0.550324,1.88011,0.515962,0.423537,0.387695,-2.02963,0.827003,9.57784,-2.0906,-2.08865,-0.221747,0.124827,0.790607,7.71834,0.359154,0.224672,0.0115827,1.1238,0.073635,-1.06375,1.06937,1.07129,0.375682,-2.11736,-0.210289,9.67267,-1.88944,-2.0924,-0.265521,0.113129,0.941752,-5.41768,-0.0893348,0.145501,-0.621613,1.10611,-0.11239,6.06088,1.13453,1.13363,0.56102,-2.12557,0.242641,23.6127,-1.83382,-2.09855,0.141966,-0.257735,-0.333295,-0.667934,-0.318837,-0.372251,-0.0218265,0.60238,1.67035,0.766887,0.678605,0.622469,1.10648,-2.07609,0.305324,0.142245,-2.01938,-2.07496,0.4547
2.5,0.37124,-0.120141,-0.0742148,0.392338,0.399069,-0.0565559,0.50795,0.127892,0.0247383,0.513751,0.429591,0.157388,-2.0463,-1.5246,1.13796,-2.02755,-2.09302,-0.194305,0.117136,-0.220905,5.09609,0.442924,0.223016,-0.148571,1.12428,0.166648,-1.18744,1.11861,1.08027,0.50534,-2.11816,-0.0101101,9.38818,-1.85163,-2.09732,-0.193775,0.113553,-0.639461,-3.58705,-0.0874053,0.135058,-0.386605,1.09433,-0.271287,1.06375,1.35937,1.1429,0.365028,-2.13454,-0.135475,12.2331,-1.58529,-2.09417,0.298989,-0.269452,-0.647212,-0.371074,-0.322211,-0.368863,0.334107,0.62857,1.03476,0.0494766,0.732366,0.64217,0.822045,-2.06684,0.707704,0.521565,-2.02012,-2.06574,0.466853
2.52,0.369363,-0.344922,0.766887,0.3612,0.397323,-0.146035,0.511129,-0.0465063,0.0247383,0.505798,0.429832,-0.137838,-2.05546,0.190069,0.806056,-1.98882,-2.09642,-0.124204,0.122162,0.151145,6.48143,0.348594,0.218729,-0.243011,1.12888,0.155021,-0.371074,1.08607,1.0915,0.593203,-2.1181,-0.00606604,11.0951,-1.87271,-2.10015,-0.0456035,0.111797,0.209278,-4.3292,-0.0382367,0.130037,-0.101196,1.10802,0.209278,5.12082,1.14993,1.14823,0.182894,-2.12402,0.398336,22.1428,-1.76791,-2.08659,0.459951,-0.269452,0.29454,-1.36061,-0.289812,-0.358887,0.62013,0.649704,1.74786,0.0247383,0.67354,0.655351,0.492449,-2.05377,0.604582,0.237075,-2.00931,-2.05629,0.494438
2.54,0.364852,-0.0193776,-0.123691,0.362385,0.393228,-0.278132,0.510827,0.0232531,-0.123691,0.492849,0.424078,-0.383841,-2.04666,0.525723,1.51728,-2.0261,-2.09798,-0.00184774,0.122072,0.0581329,4.57658,0.466942,0.213296,-0.261817,1.13006,0.131768,-1.03901,1.12068,1.10399,0.619715,-2.11848,-0.0242641,10.052,-1.80597,-2.09915,0.197399,0.115945,0.170523,-3.26545,-0.110923,0.13101,0.187811,1.10126,0.193776,0.766887,1.29388,1.15022,0.0398606,-2.12657,0.163783,14.4616,-1.56356,-2.07577,0.628281,-0.262095,0.534822,-1.03901,-0.289086,-0.344058,0.797335,0.663723,0.0271287,0.0742148,0.717483,0.661868,0.196862,-2.04211,0.606604,0.0948301,-1.99997,-2.04596,0.553721
2.56,0.36688,0.158896,-0.222645,0.350073,0.386198,-0.411017,0.511553,0.22478,-0.593719,0.466787,0.414479,-0.47642,-2.04589,-0.0889685,0.900886,-2.0516,-2.09649,0.188404,0.130125,0.0775105,7.02567,0.459376,0.208256,-0.211366,1.13703,0.364299,-0.692672,1.09957,1.11629,0.55877,-2.11837,-0.0283082,13.0391,-1.75006,-2.09225,0.554508,0.115037,0.364299,-5.04661,-0.131219,0.13755,0.430582,1.11125,0.11239,3.76022,1.19689,1.14982,-0.0612885,-2.11783,0.40238,22.5696,-1.6272,-2.06145,0.826836,-0.25289,0.205403,-1.03901,-0.266175,-0.326994,0.819772,0.674259,0.809984,0.123691,0.704407,0.663225,0.0114039,-2.03148,0.461019,0.237075,-1.98682,-2.03414,0.627232
2.58,0.365003,-0.158896,-0.173168,0.348918,0.376787,-0.483001,0.512038,-0.310042,-0.692672,0.481483,0.405021,-0.34743,-2.04693,-0.0829025,0,-1.99935,-2.09045,0.450844,0.13061,0.18215,6.60512,0.559529,0.204841,-0.11686,1.1429,0.426308,-1.26165,1.0867,1.12634,0.376913,-2.11778,0.0101101,15.2676,-1.62262,-2.07697,1.0538,0.11428,-0.0503818,-4.94766,-0.169039,0.148233,0.580745,1.11004,0.217029,1.58325,1.22626,1.14777,-0.147414,-2.11525,0.216355,19.7721,-1.45695,-2.0427,1.10472,-0.244685,0.713096,-1.08848,-0.28436,-0.311267,0.646023,0.679709,0.166648,0.445289,0.733824,0.662324,-0.00790209,-2.0212,0.519657,0.331905,-1.97011,-2.02087,0.678802
2.6,0.355678,-0.724723,0.56898,0.32014,0.366878,-0.440802,0.504589,-0.44181,-0.0742148,0.506213,0.400581,0.0183962,-2.04433,0.450909,0.995716,-1.91183,-2.07846,0.770056,0.137301,0.11239,8.73261,0.571263,0.203582,-0.0212934,1.14968,0.37205,-1.55851,1.01489,1.13137,0.0356466,-2.11241,0.503481,19.535,-1.51243,-2.0501,1.74088,0.116672,0.51932,-6.55564,-0.191429,0.160779,0.602543,1.11374,-0.310042,2.54804,1.09831,1.14392,-0.279403,-2.09927,1.19703,24.7032,-1.49804,-2.01727,1.54242,-0.23324,0.569702,-1.58325,-0.287157,-0.301153,0.261723,0.683494,0.209278,0.86584,0.722373,0.662909,0.162148,-2.00997,0.586384,0.331905,-1.96742,-2.00699,0.680983
2.62,0.34063,-0.465063,0.0742148,0.240241,0.359155,-0.27689,0.497414,-0.174399,0.247383,0.613326,0.405757,0.576635,-2.02994,0.788585,3.69837,-1.60072,-2.05965,1.11492,0.137271,-0.0852615,9.07895,0.784626,0.203989,0.0205748,1.15126,0.131768,-2.91912,0.966268,1.12777,-0.502935,-2.09889,0.792629,22.9489,-1.41206,-2.00733,2.68141,0.119579,-0.0620084,-6.45669,-0.1632,0.172335,0.478341,1.10653,-0.279038,0.0742148,1.12387,1.13659,-0.55089,-2.08797,0.748145,22.9963,-1.24221,-1.981,2.25061,-0.222522,0.581329,-1.92959,-0.377141,-0.300798,-0.290195,0.686643,0.251909,0.470027,0.764267,0.66881,0.502126,-1.99893,0.624802,0,-2.02603,-1.99363,0.627324
2.64,0.337269,-0.18215,-1.88011,0.326536,0.355802,-0.0567012,0.512461,0.352673,1.70694,0.723852,0.423647,1.22668,-2.00243,2.79644,11.2848,-1.86434,-2.03386,1.43669,0.149079,0.104639,13.235,0.744187,0.204405,-0.0454556,1.15286,-0.104639,-3.76022,0.768822,1.11125,-1.26662,-2.0838,1.09997,26.2205,-1.15786,-1.94284,3.94886,0.12848,0.980508,-7.12463,-0.37884,0.179913,0.21496,1.10432,-0.724723,0.989531,0.910318,1.12189,-1.07449,-2.05523,2.46281,29.018,-1.33439,-1.92724,3.35568,-0.221069,-0.434059,-2.647,-0.358584,-0.312761,-0.886443,0.694666,0.604582,0.841102,0.773569,0.682994,0.941886,-1.99428,-0.240619,-0.806056,-1.93729,-1.98189,0.522852
2.66,0.33633,-0.25966,-0.0494766,0.245413,0.356887,0.0914566,0.526601,1.30605,2.77069,0.738095,0.454824,1.83571,-1.98673,0.25073,4.26735,-1.31096,-2.00218,1.65409,0.136696,-0.875868,13.6308,0.908852,0.202171,-0.251071,1.13957,-1.03864,-6.67934,0.96656,1.07711,-2.25769,-2.04139,2.97438,31.0094,-1.12796,-1.84938,5.58933,0.116823,-1.05802,-9.20264,-0.276506,0.180933,-0.151,1.08546,-0.368175,-3.36441,1.1044,1.09361,-1.94498,-2.02796,1.31633,25.9834,-0.776891,-1.84677,4.96062,-0.235632,-0.457312,-2.07802,-0.445094,-0.336256,-1.32418,0.707231,0.616208,0.841102,0.895002,0.706485,1.36758,-1.99111,0.68344,0.853471,-2.08077,-1.97272,0.385591
2.68,0.320223,-1.51145,-0.222645,0.460959,0.359461,0.0465319,0.555668,0.310042,3.686,0.856161,0.497075,2.30159,-1.92711,5.99729,13.2288,-2.03894,-1.9677,1.68383,0.152349,0.654964,15.2388,0.501378,0.194362,-0.567842,1.12676,-1.15103,-2.0038,0.480431,1.02094,-3.41936,-1.98921,3.02695,29.7292,-0.775184,-1.71927,7.54814,0.129812,1.92226,-10.4148,-0.592237,0.173873,-0.542697,1.08391,-1.21691,1.70694,0.671044,1.04409,-3.16185,-1.95313,5.64141,37.4579,-1.10198,-1.72882,7.05268,-0.244806,-1.00764,-2.96859,-0.410569,-0.365728,-1.35623,0.724883,1.54246,1.92959,0.830036,0.737697,1.6779,-1.98714,-0.792629,-2.13368,-1.95662,-1.96647,0.291079
2.7,0.325097,-0.713096,3.56231,0.342274,0.358748,-0.173004,0.558393,1.61222,4.27972,0.652912,0.546887,2.6241,-1.89154,-1.85823,-1.99143,-1.4416,-1.93482,1.58608,0.120467,-3.01516,10.9343,0.50901,0.179457,-0.858241,1.08077,-1.86025,-10.7117,0.888078,0.940331,-4.53245,-1.89135,6.48459,32.3845,-0.902301,-1.54745,9.48058,0.100625,-3.22056,-11.1817,-0.440372,0.159225,-0.825992,1.0381,-1.10452,-6.75355,0.921252,0.967137,-4.45928,-1.90138,3.00875,26.0309,-0.512332,-1.56466,9.24766,-0.272934,-0.906873,-2.0038,-0.407899,-0.390505,-0.849967,0.757855,1.37194,0.222645,0.935385,0.773601,1.87429,-1.99676,0.272972,0.900886,-2.03944,-1.96108,0.359613
2.72,0.31992,-0.984383,1.45956,0.328735,0.35254,-0.502741,0.602961,1.78662,-0.742148,0.761724,0.602039,2.7633,-1.86727,5.54638,5.07341,-2.04132,-1.90426,1.54895,0.117984,0.240282,8.03994,0.14929,0.160032,-0.934215,1.04843,-2.05015,-1.11322,0.507885,0.839645,-4.75404,-1.80895,4.38575,27.4059,-0.8845,-1.34005,9.43216,0.0974457,0.236407,-11.2312,-0.239844,0.140833,-0.944011,1.00943,-3.89878,2.10275,0.721846,0.865718,-5.03262,-1.76865,8.28216,35.988,-1.03412,-1.35891,9.53043,-0.28447,-1.2673,-1.1627,-0.324489,-0.399726,-0.117309,0.782683,2.14704,0.940055,0.965528,0.812669,1.99193,-1.99564,-0.436755,-0.900886,-1.9954,-1.95209,0.548258
2.74,0.299997,-0.953379,1.50904,0.293625,0.338639,-1.09927,0.63557,1.91838,0.742148,0.725947,0.657419,2.57914,-1.79363,-0.748145,-6.87518,-1.70936,-1.87287,1.64506,0.0811666,-3.02291,4.47763,0.0860537,0.142089,-0.7194,0.981915,-3.5461,-6.30826,0.569756,0.75017,-3.19183,-1.70592,6.6686,19.7247,-0.94966,-1.17016,5.81927,0.0695601,-2.57722,-3.8097,-0.0804789,0.121465,-1.1122,0.932466,-3.4841,-0.544242,0.901028,0.765832,-4.49823,-1.67447,5.08334,15.7418,-0.667595,-1.18345,6.16516,-0.289284,0.837113,-1.60799,-0.286164,-0.395197,0.694247,0.817199,2.05403,1.1627,0.992278,0.853278,2.0688,-1.99972,0.0545943,-0.0948301,-1.81667,-1.93915,0.850478
2.76,0.28286,-0.856491,1.06375,0.196499,0.30857,-2.00783,0.669087,1.84087,-0.667934,0.824499,0.705205,2.23809,-1.81737,0.412491,3.50871,-1.84102,-1.83845,1.94592,0.0629699,-0.496067,0.964793,0.0865173,0.131256,-0.267035,0.920148,-2.89114,-4.15603,0.509991,0.711971,-0.97325,-1.59002,5.90832,14.2245,-0.905464,-1.10727,1.83345,0.0559049,0.383677,-3.04281,0.0161882,0.0963453,-1.37575,0.873304,-4.2747,5.21978,0.531084,0.685789,-3.51665,-1.51227,10.4619,15.078,-1.11568,-1.1123,2.1407,-0.274539,0.542573,-0.742148,-0.206444,-0.371957,1.69591,0.86201,2.63536,0.247383,0.909805,0.895421,2.08721,-1.97937,1.95933,2.41817,-1.83408,-1.91807,1.32014
2.78,0.261272,-1.20916,-0.14843,0.15167,0.258325,-2.95987,0.70215,1.55409,0.841102,0.853969,0.746943,2.02376,-1.80709,0.0950346,-1.46987,-1.70042,-1.79503,2.43753,0.0511011,-0.530947,1.21218,0.163038,0.131407,0.219141,0.851751,-3.41821,-3.56231,0.752572,0.71124,0.622833,-1.45973,6.76161,8.67695,-1.04058,-1.09683,-0.181413,0.0463372,-0.620084,-0.0494766,-0.00952512,0.0664348,-1.52563,0.782289,-2.93765,-2.35014,0.454958,0.625166,-2.34194,-1.38363,4.685,1.09055,-0.912638,-1.09782,-0.0209183,-0.258371,1.53083,-0.272121,-0.190239,-0.327361,2.74441,0.890471,0.678217,-0.222645,1.05357,0.936767,1.90203,-1.93798,2.62053,-0.521565,-1.75119,-1.88634,1.87773
2.8,0.241259,-0.817736,-1.06375,0.00572319,0.190175,-3.67593,0.737,1.91063,0.544242,0.891255,0.786155,1.85775,-1.79887,1.13839,1.84919,-1.66766,-1.74095,2.86642,0.0570355,0.542573,1.78116,0.0989222,0.140022,0.473268,0.812724,-1.3293,0.0742148,0.851137,0.736885,1.88524,-1.34537,4.95797,2.513,-1.25459,-1.11453,-1.32723,0.0340142,-0.635586,-0.272121,-0.0626513,0.03532,-1.60224,0.714619,-3.44534,-1.80589,0.645782,0.592111,-1.00992,-1.27187,7.37428,0.331905,-1.33984,-1.11314,-1.32737,-0.227488,1.72848,-0.940055,-0.00190514,-0.26218,3.6182,0.922202,1.44945,1.11322,0.97533,0.971502,1.63078,-1.88944,2.6367,0.711226,-1.807,-1.84296,2.51223
2.82,0.203442,-2.51522,-1.50904,-0.0425749,0.111288,-4.05053,0.77845,2.38345,-0.0494766,0.902352,0.821253,1.6583,-1.76954,1.74297,0.853471,-1.50699,-1.68037,3.11302,0.067784,0.844864,-0.123691,0.122921,0.150338,0.480183,0.787291,-0.209278,1.50904,0.968456,0.786649,2.8519,-1.2695,1.41945,-1.65953,-1.24427,-1.14992,-1.76499,0.0188452,-1.05802,-0.56898,-0.106747,0.00234536,-1.73195,0.660543,-1.70523,1.21218,0.665975,0.584769,0.0422835,-1.18867,0.151651,-5.31048,-1.33936,-1.15091,-2.12303,-0.19285,1.68198,2.25118,0.0312018,-0.182633,4.16861,0.945758,1.20916,-0.519504,1.16912,1.002,1.56028,-1.85415,1.39721,-0.711226,-1.5715,-1.78585,3.26568
2.84,0.148943,-3.42209,-0.445289,-0.140232,0.0281532,-4.07825,0.818355,2.03853,-0.321598,0.975759,0.852487,1.48616,-1.72259,3.42933,1.8966,-1.50464,-1.61643,3.30187,0.088948,1.21691,-0.519504,0.121115,0.159229,0.439695,0.80573,1.68973,1.6822,0.993677,0.850961,3.27234,-1.26054,0.0808805,0.521565,-1.296,-1.18513,-1.43129,-0.00882846,-1.52696,-0.470027,-0.104653,-0.0339579,-1.84898,0.638986,-0.437934,0.940055,0.683369,0.593802,0.768782,-1.21901,-2.26465,-0.331905,-1.44023,-1.19806,-2.29163,-0.150038,2.76325,0.86584,0.141899,-0.0954356,4.40607,0.988722,1.93776,1.83063,1.01694,1.03391,1.59403,-1.81762,3.30397,3.69837,-1.56453,-1.71233,4.02244
2.86,0.0766096,-3.85615,-0.593719,-0.170452,-0.051842,-3.72921,0.859987,2.08503,0.247383,0.955776,0.880699,1.28479,-1.65916,3.56481,-0.521565,-1.40763,-1.5483,3.46228,0.10666,0.806109,-0.470027,0.151169,0.167926,0.443869,0.84612,2.29431,0.643195,1.07522,0.917543,3.18425,-1.2629,-0.279038,-0.806056,-1.29353,-1.20717,-0.726092,-0.0416191,-1.62384,0.321598,-0.154175,-0.071614,-1.83172,0.637805,0.135643,0.766887,0.718413,0.61552,1.36328,-1.26833,-3.09166,-0.853471,-1.43378,-1.24258,-2.05479,-0.0856071,3.26319,1.28639,0.193296,-0.00639002,4.31085,1.02088,1.77887,-1.78116,1.17699,1.06576,1.41775,-1.74028,4.09458,-0.47415,-1.44048,-1.62495,4.42233
2.88,0.000582695,-3.6895,0.0494766,-0.205953,-0.121015,-3.05852,0.892021,1.68585,-0.222645,0.948418,0.903879,0.988613,-1.59348,3.32217,1.13796,-1.37162,-1.47794,3.32665,0.125523,0.73635,-0.222645,0.162793,0.176984,0.44431,0.894201,2.64311,1.03901,1.07666,0.978331,2.73397,-1.26674,-0.133453,-0.853471,-1.29151,-1.21417,-0.0750065,-0.0739858,-1.80212,0.222645,-0.133644,-0.107227,-1.6825,0.647978,0.670466,0.742148,0.787571,0.648334,1.76041,-1.32073,-2.4345,0.237075,-1.40212,-1.28025,-1.66157,-0.00767273,3.8949,0.222645,0.191096,0.0769982,3.78387,1.05591,1.75949,0.742148,1.08263,1.09062,0.926277,-1.66637,4.12895,0.900886,-1.40927,-1.53544,4.13101
2.9,-0.0590943,-3.61586,0.371074,-0.2176,-0.174183,-2.19008,0.916939,1.12003,-0.470027,0.939101,0.920244,0.650585,-1.53399,3.16849,0.047415,-1.32776,-1.41523,2.67167,0.137301,0.658839,-0.173168,0.206887,0.185698,0.441839,0.948761,2.65861,0.0494766,1.08832,1.0269,1.96328,-1.26895,-0.0849245,-0.806056,-1.29835,-1.21017,0.282571,-0.1006,-1.20141,0.544242,-0.18117,-0.138914,-1.43902,0.66999,1.1084,1.41008,0.802991,0.685937,1.85192,-1.35826,-1.38306,0.995716,-1.4064,-1.30904,-1.1724,0.0557284,3.42209,-0.742148,0.211757,0.144965,2.82428,1.07198,0.48444,-0.222645,1.13934,1.10281,0.208986,-1.59068,3.88429,-0.331905,-1.34264,-1.45971,3.1813
2.92,-0.120285,-2.51909,0.519504,-0.201108,-0.208618,-1.21023,0.931503,0.558075,-0.445289,0.900985,0.929902,0.284682,-1.47255,3.05526,0.0948301,-1.3473,-1.37107,1.65063,0.153591,0.825487,0.272121,0.202771,0.194657,0.421859,0.998355,2.46871,-0.56898,1.03092,1.05686,0.932938,-1.27008,-0.0606604,-0.995716,-1.3232,-1.20287,0.176117,-0.123247,-1.00376,-0.0247383,-0.138077,-0.164787,-1.03364,0.694939,1.59672,0.643195,0.824998,0.722411,1.76488,-1.37596,-0.539877,-0.142245,-1.39719,-1.32715,-0.747401,0.117949,2.771,-0.940055,0.175339,0.18997,1.64388,1.08967,0.953379,0.0742148,0.992338,1.09898,-0.650346,-1.52331,3.62951,0.237075,-1.36347,-1.40818,1.9415
2.94,-0.162038,-1.39906,0.643195,-0.139715,-0.222592,-0.13613,0.934682,-0.00775105,-0.643195,0.847816,0.931631,-0.207436,-1.42469,1.9937,-0.47415,-1.31131,-1.34921,0.548068,0.165792,0.461187,0.14843,0.187403,0.202573,0.118204,1.03124,1.36418,-1.38534,0.975431,1.06422,-0.274906,-1.27438,-0.232531,-1.80177,-1.39244,-1.20312,-0.472188,-0.135419,-0.709221,0.593719,-0.134171,-0.18026,-0.354919,0.72885,1.71298,0.321598,0.790844,0.756532,1.53636,-1.38371,-0.200179,-0.0948301,-1.4104,-1.33894,-0.736046,0.15731,1.31768,-0.890578,0.191202,0.21072,0.447854,1.08407,-0.538698,-1.28639,0.984503,1.0768,-1.59409,-1.4644,2.35564,-0.853471,-1.34346,-1.38205,0.732249
2.96,-0.177449,-0.310042,1.03901,-0.044197,-0.214063,1.12252,0.924508,-0.697594,-0.86584,0.778503,0.921604,-0.924379,-1.39276,1.59941,0.237075,-1.34438,-1.34915,-0.635055,0.174421,0.236407,-0.0494766,0.137102,0.199386,-0.838581,1.04553,0.174399,-1.60799,0.867363,1.04587,-1.70184,-1.28814,-1.07369,-1.84919,-1.53598,-1.22176,-1.7969,-0.142867,-0.0852615,0.346336,-0.086358,-0.178984,0.658869,0.754192,0.902997,-0.173168,0.807748,0.783865,0.969091,-1.38684,-0.210289,-0.521565,-1.4618,-1.35659,-1.40006,0.177232,0.782856,-0.519504,0.166961,0.207884,-0.875901,1.06666,-1.24017,-0.420551,0.853367,1.03522,-2.60129,-1.42496,1.63783,0,-1.46614,-1.37889,-0.475502
2.98,-0.173513,0.0271287,2.54804,0.250398,-0.177691,2.69528,0.895987,-2.58885,-0.0494766,0.96925,0.894656,-1.86861,-1.37109,0.863399,-0.521565,-2.45276,-1.37461,-2.34086,0.17209,-0.829362,0.123691,-0.352045,0.169029,-2.43012,1.02921,-1.94939,-1.41008,0.916313,0.996146,-3.44819,-1.32282,-3.18669,-2.41817,-2.98221,-1.275,-4.17575,-0.135298,-0.879744,2.0038,0.132738,-0.153905,2.09878,0.799093,2.79038,-2.54804,0.650682,0.795296,0.210425,-1.43632,-5.37855,10.8106,-2.43852,-1.39494,-2.73657,0.18677,0.356548,-0.766887,-0.184717,0.175684,-2.56049,1.02463,-2.98028,-0.519504,0.740131,0.972745,-3.71675,-1.41196,-0.0283082,-2.32334,-2.44764,-1.40107,-2.07506
3,-0.162401,-1.79437,10.7364,0.191368,-0.106252,4.44235,0.952455,4.68551,-4.67554,0.573402,0.84686,-2.86526,-1.49878,-15.0438,-4.45701,-2.2733,-1.44279,-4.88382,0.125584,-1.79049,-8.3368,-0.290467,0.102181,-4.2259,1.05721,7.77818,-10.5385,0.288115,0.907938,-5.40128,-1.47197,-17.818,-17.4013,-1.79699,-1.38879,-7.376,-0.151193,-1.21304,7.32253,0.215059,-0.0950329,3.84706,0.834972,2.00365,-5.88771,0.807582,0.792282,-0.381118,-1.59266,-12.5466,-10.2891,-1.61277,-1.46605,-4.37468,0.15522,0.414681,-7.71834,-0.555717,0.105464,-4.39265,1.05118,2.52684,-9.37581,0.576488,0.886549,-4.81696,-1.53895,-11.8288,-10.6684,-2.0355,-1.4619,-4.22212
3.02,-0.118257,5.1777,0.86584,-0.53603,3.06039e-06,2.42549,0.978826,-3.19343,-5.09609,0.836686,0.780045,0.5925,-1.7859,-11.8308,3.12939,-0.921254,-1.56996,-7.9129,0.0168269,-9.65781,3.38914,0.593191,-6.6996e-06,-2.7858,1.04065,-8.26262,-6.35774,1.23371,0.780094,-0.972775,-1.77606,-7.58052,12.2331,-1.14821,-1.57004,-9.37088,-0.105505,4.50336,1.88011,-0.550064,-2.26943e-05,2.02253,0.814505,-3.40659,3.19124,0.679251,0.780051,1.48324,-1.77549,-2.23635,9.05627,-1.3804,-1.56993,-6.38323,0.0770135,-6.58064,-6.06088,0.47249,-2.25216e-05,-2.99021,0.979941,-6.65815,-1.41008,0.902641,0.780066,-0.980558,-1.7672,-7.69578,3.98286,-0.871988,-1.56996,-6.45185
3.04,-0.0441069,1.77111,-11.5033,-0.382535,-0.0092328,-0.529432,0.907795,-6.26672,4.8487,0.699055,0.87056,3.81689,-1.85326,7.8353,16.8323,-1.82256,-1.7593,-7.94327,-0.0689796,-0.643337,14.1008,0.17833,-0.00925118,-0.531071,0.918483,-2.49971,8.3368,0.841331,0.869027,3.7514,-1.76437,4.9054,16.6427,-2.0306,-1.76362,-8.10216,-0.0534576,2.0579,-12.2702,0.0637996,-0.0141317,-0.713096,0.770481,-0.457312,-1.60799,1.02559,0.851612,3.05517,-1.73867,4.86496,4.50443,-1.82876,-1.72138,-6.4288,-0.0243254,-3.20118,13.4576,0.0152222,-0.014144,-0.714953,0.862585,-4.25533,4.99713,0.829837,0.847327,2.89564,-1.74888,10.468,10.7632,-1.99607,-1.71997,-6.38354
3.06,0.00760708,-0.685968,-7.09989,-0.582076,-0.0211742,-0.567729,0.95197,4.39097,-9.57372,0.683912,0.932721,2.53271,-1.91733,-8.38124,19.6298,-1.77304,-1.88769,-5.25763,-0.0772454,3.30582,1.78116,0.348874,-0.0212495,-0.571578,0.974981,5.02655,-7.94099,0.597135,0.930151,2.49468,-1.88819,-9.53581,11.0477,-1.7781,-1.89412,-5.30212,-0.0262078,3.9104,-2.20171,-0.167884,-0.0285465,-0.63133,0.812567,3.53448,0.692672,0.999296,0.902258,2.08738,-1.70618,-5.28554,7.77607,-1.99744,-1.82708,-4.38132,-0.0298662,-1.16266,2.10275,0.132416,-0.0286206,-0.635152,0.858952,5.27846,-6.28352,0.932501,0.895892,2.02764,-1.68356,-8.63399,5.07341,-1.87695,-1.8253,-4.36749
3.08,-0.0476797,0.856491,-12.4186,-0.205995,-0.0319419,-0.466058,0.98909,1.868,-8.3368,0.812943,0.971869,1.5462,-1.97877,-1.57313,11.9486,-1.98091,-1.96961,-3.32735,-0.0314658,-1.51533,9.99427,0.0791601,-0.0321143,-0.470729,1.00329,1.4572,-10.2169,0.955903,0.968815,1.53269,-1.95111,-0.268928,7.77607,-1.99326,-1.97571,-3.27564,-0.0324752,-0.852615,-1.92959,-0.059552,-0.0393849,-0.434362,0.867097,2.01527,0.692672,0.973447,0.935107,1.31854,-1.80639,-4.64254,1.23279,-1.90686,-1.89664,-2.87476,-0.0107307,0.472814,2.62226,-0.0877357,-0.0395501,-0.438583,0.931285,2.22068,-2.10275,0.870196,0.928433,1.32842,-1.79537,-3.21702,2.65524,-2.0166,-1.89467,-2.86534
