t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
1.12,0.304175,-0.592955,-0.544242,0.103436,0.259939,-1.47398,1.04849,-1.43394,2.10275,0.510276,0.866031,-5.0416,-1.83067,4.83463,4.64667,-1.19319,-1.39392,9.46409,0.252174,0.620084,-0.989531,-0.0393113,0.255052,-1.62953,0.961326,-2.4222,-0.123691,0.326237,0.891771,-5.50445,-1.874,5.3826,16.9746,-0.906263,-1.42962,9.93789,0.287225,-0.286789,-1.90485,-0.0874788,0.267858,-1.72112,1.01736,-1.53471,2.12749,0.811376,0.873389,-5.51476,-1.79856,4.64456,5.02599,-0.998382,-1.4071,10.0139,0.314359,-0.081386,-0.890578,0.332281,0.263094,-1.64355,1.08004,-1.58121,0.742148,0.867237,0.905287,-5.71404,-1.82946,4.6203,9.05627,-0.730041,-1.45298,10.52
1.14,0.277592,-1.59672,-2.12749,0.176341,0.235166,-0.856134,0.988303,-4.96842,-4.67554,0.722464,0.76522,-4.33956,-1.70766,8.43988,3.98286,-1.1724,-1.21596,6.64384,0.227104,-2.71674,-2.82016,0.137634,0.222628,-1.76742,0.886783,-3.22056,-8.63366,0.745959,0.779581,-5.21636,-1.7369,9.16174,16.2634,-1.21808,-1.2428,6.8852,0.251225,-0.802233,-6.48143,0.105041,0.234926,-1.75752,0.979548,-2.85626,-0.420551,0.695858,0.75884,-5.30522,-1.66051,8.00313,12.1857,-1.06619,-1.21562,7.02762,0.299735,-2.34857,3.33967,0.241417,0.231933,-1.37551,1.02445,-4.73201,1.73168,0.662508,0.790752,-4.68221,-1.67488,10.1687,19.8195,-1.20301,-1.25224,7.50649
1.16,0.262059,-1.4572,-0.321598,0.258292,0.225693,-0.217721,0.928202,-3.64299,-0.593719,0.476298,0.692448,-2.72659,-1.57334,6.58772,3.27164,-0.901739,-1.12817,2.86789,0.221957,0.341046,-2.12749,0.0902119,0.184355,-2.01933,0.847876,-1.89901,-0.173168,0.194302,0.683117,-4.34823,-1.63323,3.83374,9.05627,-0.798976,-1.15421,2.86831,0.233028,-1.6316,-0.890578,0.117164,0.197557,-1.98072,0.895497,-4.56924,0.247383,0.439953,0.66118,-4.39807,-1.52756,7.85552,3.12939,-0.973279,-1.126,2.87275,0.264886,-0.732474,0.272121,0.253483,0.208074,-0.879229,0.922565,-3.55773,-1.58325,0.643667,0.717999,-2.55134,-1.55798,5.45943,2.89232,-0.720097,-1.15272,3.3388
1.18,0.240593,-0.364299,0.742148,0.226044,0.226457,0.249938,0.844878,-4.93354,-2.5233,0.728551,0.656156,-1.01973,-1.41392,8.77351,2.89232,-1.17085,-1.10125,0.548738,0.200097,-1.60447,-0.643195,-0.0558137,0.141855,-2.2623,0.765733,-5.76678,-6.03614,0.635553,0.605652,-3.35369,-1.48699,10.745,7.11226,-1.3321,-1.12806,0.524586,0.198633,-1.62772,0,-2.74479e-05,0.155697,-2.15702,0.803302,-5.94893,-1.38534,0.429572,0.582917,-3.43621,-1.37997,7.97684,0.237075,-1.11807,-1.10071,0.469956,0.249081,-0.333295,0.371074,0.170362,0.196763,-0.398811,0.847628,-4.72039,0.247383,0.725405,0.688698,-0.568816,-1.39556,11.7216,2.70266,-1.16362,-1.11869,0.901639
1.2,0.22288,-1.22079,1.28639,0.174914,0.235691,0.575189,0.789349,-2.26718,0.841102,0.741101,0.651659,0.454327,-1.30424,3.62345,-1.42245,-1.12387,-1.10622,-0.881153,0.179266,-1.03476,-3.76022,-0.0953314,0.0938631,-2.55591,0.717592,-1.63547,-0.0247383,0.162356,0.548969,-2.3457,-1.38412,1.82386,-1.09055,-1.10334,-1.13323,-0.95098,0.163118,-2.36407,-0.890578,0.0357744,0.111277,-2.22059,0.714982,-4.42585,-1.58325,0.555199,0.523732,-2.50474,-1.24746,4.37766,-2.8449,-1.02995,-1.1072,-1.02544,0.225131,-1.42232,0.321598,0.0762802,0.192121,-0.128019,0.765183,-2.73612,1.83063,0.859761,0.695246,1.11351,-1.25358,3.78116,-3.08198,-0.898338,-1.11666,-0.468794
1.22,0.197266,-1.21304,0.692672,0.175385,0.235691,0.575189,0.764764,-0.840989,0.346336,0.694416,0.651659,0.454327,-1.24846,2.54774,0.047415,-1.09211,-1.10622,-0.881153,0.129096,-3.4996,-1.03901,-0.101501,0.0938631,-2.55591,0.660458,-5.84041,-4.15603,0.520293,0.548969,-2.3457,-1.34261,3.46775,2.13368,-1.08362,-1.13323,-0.95098,0.120547,-2.45708,0.791625,-0.00224341,0.111277,-2.22059,0.641559,-3.70113,2.10275,0.442065,0.523732,-2.50474,-1.18355,3.36261,-0.0948301,-1.10423,-1.1072,-1.02544,0.191856,-1.91838,-0.519504,0.15441,0.192121,-0.128019,0.736752,-0.565826,3.04281,0.72821,0.695246,1.11351,-1.18484,4.26645,2.32334,-1.01161,-1.11666,-0.468794
1.24,0.181461,-0.44181,0.321598,0.235724,0.260083,0.244405,0.745084,-0.945628,-0.173168,0.97582,0.721736,2.79386,-1.20668,2.08672,0.47415,-1.49188,-1.18312,-2.28584,0.0634846,-3.04229,-0.272121,-0.12529,-0.0190407,-2.95862,0.5679,-4.18944,3.33967,0.530194,0.491127,-0.64569,-1.26663,3.48797,0.0948301,-1.4089,-1.23072,-4.00992,0.0748283,-1.89513,0.321598,-0.0478461,0.0285429,-1.66717,0.579945,-2.76712,0.123691,0.554006,0.457435,-0.867859,-1.14196,1.28398,-0.711226,-1.09051,-1.20634,-3.90398,0.168573,-0.984383,0.643195,0.204585,0.19873,0.588248,0.7376,0.14727,-0.247383,1.04423,0.796023,3.47595,-1.11507,2.57807,-0.616396,-1.33626,-1.17407,-1.89738
1.26,0.180764,-0.11239,1.21218,0.0916162,0.259241,-0.480138,0.756014,1.78662,2.59752,1.0385,0.786084,3.29054,-1.20592,-2.96629,-4.4096,-1.47177,-1.22793,-1.89057,0.0148589,-2.32144,-0.470027,-0.106346,-0.0787264,-2.94109,0.509918,-1.36806,1.63273,0.664157,0.485996,0.0923604,-1.24363,-1.17479,-4.12511,-1.39153,-1.3265,-5.32424,0.0448838,-1.02314,-0.940055,0.0485633,0.000186619,-1.20782,0.548244,-1.37969,1.55851,0.53183,0.448013,-0.0675917,-1.12739,0.576274,0.47415,-1.12131,-1.29788,-5.00791,0.161336,0.279038,0.643195,0.203737,0.215173,1.00549,0.780564,3.57323,1.70694,1.03664,0.872277,3.80364,-1.11619,-2.74589,-3.12939,-1.43772,-1.21334,-1.75534
1.28,0.167987,-0.852615,-0.791625,0.0948774,0.240878,-1.42807,0.815903,3.43371,0.964793,1.05352,0.853357,3.09156,-1.28449,-4.11682,0,-1.46119,-1.25874,-1.21748,-0.0214439,-1.62384,-0.14843,-0.121836,-0.136684,-2.82437,0.510675,0.806109,2.30066,0.611875,0.494821,0.694592,-1.27991,-2.11705,-0.237075,-1.50953,-1.44369,-5.97161,0.0323792,-0.759603,1.11322,-0.00757424,-0.0197701,-0.865136,0.531713,-0.418557,0.346336,0.609282,0.454731,0.658426,-1.12295,-0.0889685,0.28449,-1.00777,-1.40665,-5.51794,0.169784,0.581329,0.222645,0.25588,0.23895,1.25726,0.854562,3.79026,0.0247383,1.1288,0.948168,3.44982,-1.19224,-4.77397,-0.806056,-1.4987,-1.24429,-1.29586
1.3,0.157814,-0.856491,-0.445289,0.0346723,0.202118,-2.43086,0.882544,3.38333,0.123691,1.07379,0.909746,2.35558,-1.34809,-2.5902,0.616396,-1.50975,-1.27662,-0.777134,-0.0529325,-1.49208,0.0247383,-0.141454,-0.191701,-2.65386,0.530295,1.36031,0.346336,0.6597,0.51378,1.1315,-1.32793,-2.92787,-1.84919,-1.53671,-1.56536,-5.819,0.0212976,-0.488316,-0.0247383,0.0466523,-0.0344188,-0.598462,0.534438,0.143394,1.31113,0.628884,0.47435,1.21251,-1.1133,1.28802,1.70694,-0.984044,-1.5186,-5.39152,0.187708,1.21691,0.247383,0.246274,0.265463,1.21875,0.936886,4.39872,-0.321598,1.09018,1.01027,2.51283,-1.27705,-4.58592,-0.047415,-1.57795,-1.26517,-0.935331
1.32,0.134742,-1.25955,-0.791625,0.0164277,0.143643,-3.24479,0.942947,3.12367,-0.371074,1.02469,0.947581,1.39,-1.39096,-2.05841,-0.711226,-1.6102,-1.28983,-0.739658,-0.081242,-1.33706,0.0247383,-0.149379,-0.242839,-2.39644,0.562177,1.93776,0.123691,0.56761,0.540081,1.43981,-1.38308,-3.01886,-0.47415,-1.66749,-1.67645,-5.16086,0.0178158,-0.155021,0.791625,-0.044026,-0.0437085,-0.25646,0.543884,0.616208,1.06375,0.769941,0.503231,1.65018,-1.08479,1.66816,0.616396,-1.30316,-1.62231,-4.89389,0.203725,0.670466,0.173168,0.284275,0.2877,0.803649,1.00592,3.34845,-1.70694,1.06844,1.04868,1.22004,-1.35428,-4.33115,-0.663811,-1.52301,-1.2817,-0.897035
1.34,0.106857,-1.79824,-0.0247383,0.0441855,0.0723264,-3.48203,0.992693,1.78662,-1.03901,0.984321,0.965346,0.358158,-1.43223,-2.70141,-1.51728,-1.83929,-1.30621,-1.00821,-0.108643,-2.0114,1.21218,-0.303642,-0.287559,-1.99778,0.57886,0.678217,-0.841102,0.762876,0.571372,1.52027,-1.43881,-3.68006,-1.99143,-1.54478,-1.7718,-4.44346,0.0113969,-1.13165,0,0.122673,-0.0446772,0.201479,0.582912,3.21668,0.56898,0.645602,0.540357,1.99346,-1.11608,-6.11052,5.02599,-1.63957,-1.71436,-4.31183,0.219469,1.00764,0.321598,0.149009,0.297609,-0.015378,1.04713,0.66659,-0.272121,0.895962,1.05907,-0.204107,-1.42042,-2.38395,0.616396,-1.75834,-1.30105,-1.14114
1.36,0.0729157,-1.39519,0.692672,0.162244,0.00436223,-2.7998,1.01165,0.77898,-1.38534,0.926631,0.961907,-0.853851,-1.5098,-5.81329,-1.84919,-1.94118,-1.33015,-1.55126,-0.151153,-1.74786,-1.38534,-0.263514,-0.32275,-1.51807,0.602295,1.45332,1.90485,0.550929,0.600892,1.22162,-1.49578,-1.6075,0.900886,-1.32813,-1.85419,-3.82563,-0.00516492,0.333295,2.30066,0.142739,-0.0356494,0.64486,0.630266,2.30594,-1.97906,0.676119,0.58297,2.08821,-1.25451,-6.94561,-1.51728,-1.73143,-1.79479,-3.6796,0.227947,0.29454,-1.97906,0.0674304,0.287085,-1.36652,1.03614,-1.03089,-1.83063,0.980064,1.04052,-1.73748,-1.47763,-4.36755,-2.08626,-1.86129,-1.32735,-1.61833
1.38,0.0684952,0.670466,1.1627,0.150651,-0.0396656,-1.27179,1.0075,-0.73635,-0.940055,0.825294,0.931192,-2.41654,-1.62624,-6.14287,-0.28449,-1.97382,-1.36826,-2.73517,-0.188213,-2.0269,0.445289,-0.245947,-0.348282,-1.06316,0.606201,0.507694,-1.60799,0.60131,0.620237,0.683901,-1.4932,1.82386,2.89232,-1.12872,-1.92482,-3.14431,0.0151816,1.75949,0.841102,0.156463,-0.0188828,0.997647,0.663117,0.988259,-0.742148,0.638454,0.623885,1.90681,-1.39408,-7.15388,0.237075,-1.95837,-1.86154,-3.04579,0.220135,-1.19754,-1.83063,0.0216819,0.242948,-3.53219,1.01552,-1.65097,0.86584,0.699157,0.989572,-3.57427,-1.57495,-5.62726,-0.28449,-1.91083,-1.36579,-2.66769
1.4,0.0871159,1.2673,0.0247383,-0.0137012,-0.0465093,0.732059,0.978069,-2.11991,-1.06375,0.591794,0.865245,-4.10543,-1.72426,-5.03481,0.237075,-1.82672,-1.43956,-4.72851,-0.219247,-1.34093,0.692672,-0.118653,-0.365276,-0.623053,0.606534,-0.11239,-0.0247383,0.685604,0.628248,0.159632,-1.43208,4.83261,3.03456,-1.66164,-1.97996,-2.35035,0.0499402,2.16254,0.14843,0.248801,0.0042565,1.35439,0.672897,0.391428,-1.11322,0.535637,0.659242,1.65195,-1.52176,-8.13456,-1.32762,-2.07605,-1.91662,-2.60056,0.187375,-2.35244,-1.08848,-0.262624,0.145797,-6.31264,0.962744,-2.94927,-2.44909,0.435594,0.897546,-5.65826,-1.67359,-4.79621,-0.331905,-1.48214,-1.43405,-4.58248
1.42,0.0995902,0.523196,-2.86964,-0.181421,-0.0103833,0.602375,0.914002,-4.19719,-2.22645,0.792512,0.766975,0.0746384,-1.79785,-1.83801,2.08626,-1.00358,-1.5574,-7.24961,-0.232145,-0.317793,2.59752,-0.441201,-0.373204,-0.223452,0.603233,0.794482,0.791625,0.567037,0.626622,-0.350043,-1.39321,-2.03212,-5.78464,-2.50545,-2.01884,-1.71589,0.0955987,2.11991,1.18744,-0.132017,0.0352927,1.25992,0.659665,-1.16653,-1.36061,0.567362,0.689964,1.34767,-1.68295,-8.1022,0.0948301,-2.24957,-1.96556,-2.2894,0.11265,-5.20483,-2.39961,0.48025,-0.00955737,-4.67908,0.865371,-6.59227,-1.78116,0.72304,0.763241,-1.48257,-1.70055,2.10087,3.84062,-1.0202,-1.54908,-6.60968
1.44,0.0791832,-2.0114,-3.1665,-0.732459,-0.0224143,-0.61669,0.828831,-4.13906,3.24072,0.720735,0.868231,4.48721,-1.7323,10.0049,8.48729,-1.51983,-1.72955,-7.20074,-0.262816,-2.98415,-0.692672,-0.306215,-0.374214,-0.0490338,0.651647,4.66226,-6.38248,0.777533,0.614246,-0.718343,-1.55296,-15.3147,-6.21137,-2.01037,-2.04859,-1.25142,0.106923,-0.391428,-4.42815,0.409259,0.0546534,1.25345,0.628358,-1.48045,0.14843,1.12707,0.713149,1.26667,-1.83898,-8.4601,-0.047415,-1.88362,-2.00819,-1.95625,0.0493701,-1.98039,10.9096,0.217862,-0.041366,-1.83843,0.755312,-3.00741,2.07802,0.582023,0.838244,3.09374,-1.5947,3.48191,21.5738,-1.70844,-1.69844,-6.2911
1.46,0.105404,-5.28234,-11.4538,-0.554156,-0.0350509,-0.670246,0.87991,4.08868,-7.64413,1.07754,0.946463,3.40267,-1.82996,-9.13343,31.1517,-1.36248,-1.84543,-4.74398,-0.292519,-0.73635,0.420551,-0.455125,-0.375165,-0.050202,0.693884,-0.0116266,1.83063,0.510028,0.597889,-0.907306,-1.79701,-8.32058,6.25879,-2.15938,-2.0689,-0.817829,0.0659873,-2.24393,9.35107,0.0876802,0.0854307,1.78532,0.624422,2.65086,7.39675,0.695501,0.74063,1.38764,-1.94656,-1.88654,5.31048,-2.11177,-2.04381,-1.50479,0.0014711,0.697594,3.4881,0.668474,-0.0830947,-2.13635,0.780836,3.57323,-7.64413,1.37371,0.886991,1.99762,-1.71137,-8.07996,15.4573,-1.33415,-1.80073,-4.25035
1.48,0.0607441,1.6936,-14.7193,-0.626707,-0.0492242,-0.763469,0.964778,3.12755,-0.766887,0.539603,1.00434,2.4521,-1.931,-2.46483,28.1645,-1.90383,-1.9193,-2.96472,-0.300694,-1.03476,-2.0038,-0.25662,-0.376222,-0.103834,0.676293,-0.422432,-3.01807,0.781207,0.577954,-1.04914,-1.9065,-4.91551,-0.047415,-1.39465,-2.08131,-0.504166,0.0566921,-0.337171,0.964793,0.313988,0.126066,2.18514,0.682616,3.6895,-3.4881,0.911821,0.768654,1.36193,-1.96264,-1.62772,-2.27592,-2.13948,-2.06839,-1.00264,0.00716329,-4.39097,18.4548,0.124901,-0.12682,-2.10403,0.859588,1.36806,9.89531,0.697597,0.918148,1.2799,-1.77646,-2.16153,23.5179,-1.82937,-1.86846,-2.77532
1.5,0.0464834,-2.80975,-11.2312,-0.428685,-0.0655896,-0.87142,0.993783,3.67012,-13.5318,0.756598,1.04455,1.6515,-1.99877,-5.61311,14.6512,-1.38634,-1.96402,-1.77005,-0.299271,-0.155021,0.940055,-0.373602,-0.379319,-0.217994,0.661033,-2.2478,4.94766,0.435469,0.555923,-1.13655,-1.91784,4.63647,10.2416,-2.41268,-2.08906,-0.317317,0.0642918,1.3293,3.76022,0.201807,0.172836,2.36382,0.733936,1.3138,2.25118,0.900154,0.795107,1.25201,-2.00417,-2.11705,-0.900886,-2.07956,-2.08392,-0.622988,-0.0562076,-2.12766,5.64033,0.451199,-0.167256,-1.86792,0.857741,2.66636,-6.45669,1.0474,0.938187,0.836483,-1.86096,-4.16535,8.67695,-1.58499,-1.91174,-1.74533
1.52,0.0343119,2.32144,-12.1712,-0.598615,-0.084081,-0.958438,1.0409,1.1239,-6.82777,0.871064,1.0704,1.02582,-2.02625,0.566163,26.0309,-2.00215,-1.99011,-1.03748,-0.325915,-2.0269,1.03901,-0.219729,-0.384942,-0.306631,0.645652,2.07341,-6.58038,0.756522,0.532492,-1.1984,-1.94623,-9.05862,-0.047415,-1.44064,-2.094,-0.182378,0.0970218,2.82526,-0.420551,0.341694,0.220619,2.30361,0.766242,2.48809,0.222645,0.836429,0.818735,1.08581,-2.0376,-1.12828,0.426735,-2.14294,-2.09331,-0.355977,-0.0617787,-0.887495,11.9486,-0.0629724,-0.201537,-1.52827,0.909122,0.697594,2.25118,0.951421,0.951608,0.579797,-1.89214,-1.16872,15.5995,-1.78347,-1.93827,-1.04598
1.54,0.0228064,-3.10042,-9.62319,-0.506239,-0.103927,-0.999584,1.07347,1.97652,-6.03614,0.865222,1.08558,0.581771,-2.06091,-4.59199,11.4744,-1.50214,-2.00552,-0.643399,-0.335725,-0.0620084,2.22645,-0.498715,-0.391584,-0.30054,0.653948,-0.763478,3.19124,0.385275,0.507987,-1.23798,-2.01306,3.33834,14.2719,-2.55768,-2.09636,-0.0491202,0.135504,1.48433,2.72121,0.339359,0.264981,2.0612,0.799003,0.949503,-0.14843,1.0335,0.83854,0.87512,-2.05736,-1.01707,-1.70694,-2.04924,-2.09816,-0.14205,-0.121304,-2.86401,4.0076,0.300718,-0.228387,-1.1483,0.91978,0.806109,-0.0742148,1.20161,0.961379,0.446863,-1.92931,-1.99977,10.0046,-1.6143,-1.95358,-0.583082
1.56,-0.00438282,1.52696,-12.097,-0.565208,-0.124064,-0.991198,1.1013,0.379801,-5.26925,0.840361,1.09367,0.303909,-2.06692,1.57515,21.1471,-1.94672,-2.01584,-0.47884,-0.357676,-1.89126,-0.964793,-0.248037,-0.396964,-0.199688,0.628,0.108515,-5.26925,0.657334,0.482973,-1.23102,-2.02445,-8.97369,-3.41388,-1.54955,-2.09596,0.0764787,0.177863,1.45332,1.97906,0.331673,0.303067,1.71533,0.829159,1.16653,2.96859,0.784205,0.85374,0.638755,-2.06899,0.184003,0.521565,-2.14885,-2.09899,0.0588,-0.129025,-1.86413,11.0828,-0.0108266,-0.247469,-0.765369,0.961593,0.902997,4.15603,1.03477,0.969482,0.399974,-1.95084,-1.52055,17.5436,-1.67702,-1.96159,-0.287253
1.58,-0.0183105,-2.55009,-8.83157,-0.457273,-0.143575,-0.946866,1.12022,1.53858,-7.42148,0.887978,1.09774,0.162438,-2.08374,-2.09683,9.86233,-1.73759,-2.02467,-0.454837,-0.371937,-0.244158,2.647,-0.465653,-0.399572,-0.0629574,0.597299,-2.36407,3.53757,0.407325,0.458746,-1.1423,-2.08611,3.81958,11.4744,-2.41002,-2.0933,0.157362,0.206959,1.75949,0.742148,0.349287,0.333594,1.33005,0.848476,0.341046,-1.6822,1.03768,0.86409,0.411992,-2.07124,-0.543921,-2.08626,-2.01876,-2.09581,0.258178,-0.174956,-2.10053,5.51664,0.150227,-0.259002,-0.402065,0.969919,0.693719,0.593719,1.11975,0.977378,0.418715,-1.97446,-0.418557,12.9917,-1.70393,-1.96507,-0.108692
1.6,-0.0354476,0.379801,-9.25212,-0.535286,-0.161939,-0.886897,1.13512,0.104639,-5.26925,0.882618,1.10017,0.121784,-2.08856,0.606604,13.5607,-1.88502,-2.03404,-0.501925,-0.367607,0.480565,-2.59752,-0.292187,-0.399482,0.0369467,0.559301,-2.02302,-1.18744,0.567324,0.437281,-0.954457,-2.03572,-2.8288,-7.96573,-1.70068,-2.08967,0.164485,0.234603,0.341046,2.07802,0.313698,0.356269,0.93656,0.861768,0.0542573,3.58705,0.792565,0.870219,0.238699,-2.07665,0.645022,0.900886,-2.13605,-2.08866,0.441837,-0.18843,-0.840989,8.06468,0.0509401,-0.263551,-0.072372,0.983968,0.523196,2.42435,1.1178,0.986231,0.488169,-1.9816,-0.731969,13.0391,-1.66184,-1.96594,-0.00806451
1.62,-0.0554005,-1.42619,-8.48523,-0.438715,-0.179051,-0.828312,1.14411,0.620084,-6.13509,0.921182,1.10261,0.146672,-2.09728,-0.875531,10.4313,-1.90937,-2.04475,-0.568098,-0.361854,0.073635,1.41008,-0.377608,-0.398094,0.0591785,0.541891,-1.62772,2.42435,0.509259,0.420568,-0.686281,-2.07099,2.4527,10.0046,-2.07224,-2.08672,0.100195,0.245139,0.476689,1.03901,0.338047,0.371056,0.536865,0.863766,-0.205403,-1.28639,0.967398,0.873638,0.151682,-2.07026,-0.657154,-1.13796,-2.02491,-2.07813,0.57894,-0.219373,-1.49208,7.22358,-0.0312771,-0.261896,0.216199,0.985452,0.0465063,2.77069,1.06594,0.996905,0.590716,-1.98716,-0.0121321,13.4659,-1.75021,-1.96539,0.049448
1.64,-0.0710539,-0.705345,-7.00093,-0.538779,-0.195071,-0.779281,1.15365,0.5542,-5.46716,0.890709,1.10603,0.206041,-2.1053,-0.28106,8.8192,-1.87874,-2.05676,-0.616926,-0.367879,-1.74399,1.6822,-0.365667,-0.397115,0.0171371,0.517699,-0.282913,0.0742148,0.442172,0.40983,-0.386951,-2.04023,-2.08672,3.4613,-1.91398,-2.08566,-0.00331998,0.255706,0.499943,1.18744,0.317102,0.377744,0.124408,0.867914,0.44181,1.45956,0.87451,0.876287,0.154777,-2.07256,0.647044,0.663811,-2.09057,-2.0655,0.643009,-0.245684,-0.751852,5.09609,0.100231,-0.254904,0.461622,0.987692,0.151145,1.55851,1.17106,1.00986,0.704715,-1.99131,-0.135475,10.1942,-1.65593,-1.96396,0.0944465
1.66,-0.0841036,-0.515445,-8.95526,-0.475149,-0.210222,-0.739153,1.16204,0.592955,-6.25879,0.932246,1.11085,0.275436,-2.11039,-0.254774,10.2416,-1.9426,-2.06943,-0.625372,-0.390618,-0.244158,0.742148,-0.378977,-0.397408,-0.0293218,0.519607,-0.352673,-1.1627,0.49073,0.40509,-0.114411,-2.05016,0.687484,4.21994,-1.95259,-2.08685,-0.103039,0.268181,0.662715,0.420551,0.341965,0.376033,-0.293877,0.86858,-0.0426308,0.0247383,0.948007,0.879829,0.219926,-2.06726,-0.212311,-0.426735,-2.03933,-2.05241,0.634205,-0.248319,-0.174399,7.69361,0.032061,-0.243432,0.664929,0.993929,0.100764,3.66127,1.12528,1.02509,0.808412,-1.98987,-0.0343742,13.94,-1.68934,-1.96162,0.15001
1.68,-0.0891902,-0.414681,-7.71834,-0.569154,-0.224638,-0.702629,1.17054,0.492191,-5.46716,0.966643,1.11705,0.337636,-2.11843,-0.422601,8.06056,-1.86267,-2.08177,-0.58043,-0.395402,-0.670466,0.964793,-0.388658,-0.398288,-0.00367314,0.524512,0.511569,-1.1627,0.453789,0.405253,0.0847302,-2.0493,-0.0141541,3.88803,-2.0853,-2.08978,-0.166339,0.275266,0.271287,1.1627,0.302017,0.365988,-0.689458,0.873909,0.11239,1.38534,0.941281,0.885084,0.30268,-2.06703,0.438777,0.331905,-2.02122,-2.04014,0.584775,-0.258401,0.189901,5.78876,0.175897,-0.228306,0.826045,0.996654,0.213154,2.5233,1.19177,1.0422,0.88504,-1.98991,-0.0181981,12.4702,-1.59403,-1.95796,0.2285
1.7,-0.0949732,-0.081386,-9.87057,-0.578757,-0.238327,-0.664781,1.17938,0.317793,-4.79923,1.00349,1.12436,0.381193,-2.12023,-0.0768365,11.0477,-1.87619,-2.09264,-0.474322,-0.39852,0.116266,0.0742148,-0.369402,-0.397555,0.151437,0.529175,0.189901,-1.78116,0.49627,0.408479,0.184181,-2.05608,-0.636934,0.047415,-2.02259,-2.0935,-0.18127,0.280049,-0.0348797,0.544242,0.289878,0.348454,-1.02086,0.883447,0.546449,0.56898,0.961455,0.891936,0.366768,-2.05611,0.525723,0.616396,-2.03109,-2.02902,0.54158,-0.249439,0.0503818,8.85631,0.166448,-0.21039,0.940365,1.00571,0.434059,3.53757,1.14708,1.06049,0.926086,-1.98701,-0.0384182,16.5478,-1.60306,-1.95248,0.331268
1.72,-0.0990909,-0.248034,-9.79636,-0.632391,-0.251229,-0.62322,1.18662,0.32942,-4.23025,1.02505,1.1323,0.396937,-2.12219,-0.145585,10.4787,-1.8282,-2.10075,-0.298786,-0.393555,0.437934,0.0494766,-0.356716,-0.39223,0.447506,0.527419,-0.476689,-0.123691,0.472062,0.41262,0.180566,-2.05749,0.38216,0.663811,-2.04568,-2.09703,-0.151324,0.273207,-0.453436,0.791625,0.2667,0.325154,-1.24805,0.8958,0.616208,0.667934,0.960073,0.899754,0.401978,-2.04886,0.380138,0,-2.0219,-2.01847,0.538576,-0.249409,0.135643,8.46049,0.243209,-0.190692,0.999368,1.01258,0.623959,2.12749,1.1627,1.07924,0.931433,-1.98713,-0.0202201,15.9315,-1.5496,-1.94471,0.452375
1.74,-0.107205,-0.279038,-10.7117,-0.644386,-0.263256,-0.575417,1.19404,0.248034,-3.78496,1.04958,1.14023,0.373304,-2.12271,-0.0181981,12.4227,-1.78954,-2.1046,-0.0392556,-0.37887,0.871993,-0.371074,-0.328463,-0.379655,0.841147,0.515641,-0.418557,-0.371074,0.486286,0.415702,0.100125,-2.05565,-0.0909906,0.47415,-2.0658,-2.09956,-0.0809729,0.260006,-0.685968,0.964793,0.251423,0.298532,-1.33881,0.90785,0.620084,0.445289,0.976445,0.908015,0.424445,-2.04385,0.181981,0.47415,-2.01559,-2.00748,0.580123,-0.243716,0.25966,10.118,0.264396,-0.170415,0.996419,1.02621,0.689843,2.20171,1.13777,1.09775,0.90563,-1.98578,0.0222421,18.2548,-1.54007,-1.93438,0.586545
1.76,-0.11644,-0.732474,-10.3159,-0.67309,-0.274245,-0.512554,1.19991,0.213154,-3.43862,1.04058,1.14723,0.29147,-2.12241,-0.0161761,13.9874,-1.71249,-2.10232,0.330591,-0.359402,1.11615,-0.519504,-0.299313,-0.358584,1.243,0.505104,-0.445685,0.0247383,0.47028,0.416625,0.0112638,-2.05698,-0.177937,0,-2.08708,-2.10027,0.0353992,0.243323,-1.01926,1.1627,0.235502,0.271602,-1.26378,0.918599,0.488316,0.766887,0.981188,0.916732,0.461586,-2.03911,0.390248,0.237075,-1.99832,-1.99527,0.645182,-0.238842,0.352673,10.0932,0.307458,-0.150835,0.934922,1.03907,0.755727,1.38534,1.14397,1.11546,0.849476,-1.98532,0.0161761,18.5393,-1.51099,-1.92125,0.741288
